2048,128,8,1,51.060819,"(128, 8)"
16,4,1,0,0.033233,"(4, 1)"
16,4,1,1,0.032139,"(4, 1)"
256,4,1,0,0.049477,"(4, 1)"
256,4,1,1,0.125651,"(4, 1)"
2048,4,1,0,3.152114,"(4, 1)"
2048,4,1,1,0.432347,"(4, 1)"
16,32,8,0,0.551134,"(32, 8)"
16,32,8,1,0.459485,"(32, 8)"
256,32,8,0,1.334710,"(32, 8)"
256,32,8,1,1.359564,"(32, 8)"
2048,32,8,0,6.912364,"(32, 8)"
2048,32,8,1,7.035152,"(32, 8)"
16,16,1,0,0.091356,"(16, 1)"
16,16,1,1,0.104539,"(16, 1)"
256,16,1,0,0.587549,"(16, 1)"
256,16,1,1,0.636414,"(16, 1)"
2048,16,1,0,3.248710,"(16, 1)"
2048,16,1,1,4.403594,"(16, 1)"
16,128,8,0,1.110568,"(128, 8)"
16,128,8,1,2.206855,"(128, 8)"
256,128,8,0,6.376801,"(128, 8)"
256,128,8,1,9.160898,"(128, 8)"
2048,128,8,0,78.014930,"(128, 8)"
2048,128,8,1,98.960698,"(128, 8)"
16,4,1,0,0.007449,"(4, 1)"
16,4,1,1,0.003731,"(4, 1)"
256,4,1,0,0.207647,"(4, 1)"
256,4,1,1,0.102585,"(4, 1)"
2048,4,1,0,0.605365,"(4, 1)"
2048,4,1,1,0.509411,"(4, 1)"
16,32,8,0,0.381499,"(32, 8)"
16,32,8,1,0.310168,"(32, 8)"
256,32,8,0,1.206110,"(32, 8)"
256,32,8,1,16.558422,"(32, 8)"
2048,32,8,0,26.330014,"(32, 8)"
2048,32,8,1,25.361542,"(32, 8)"
16,16,1,0,0.233724,"(16, 1)"
16,16,1,1,0.158526,"(16, 1)"
256,16,1,0,11.824155,"(16, 1)"
256,16,1,1,9.326054,"(16, 1)"
2048,16,1,0,9.202040,"(16, 1)"
2048,16,1,1,6.339786,"(16, 1)"
16,128,8,0,14.297858,"(128, 8)"
16,128,8,1,37.098880,"(128, 8)"
256,128,8,0,7.083655,"(128, 8)"
256,128,8,1,6.998653,"(128, 8)"
2048,128,8,0,58.064545,"(128, 8)"
2048,128,8,1,60.029741,"(128, 8)"
16,4,1,0,0.317831,"(4, 1)"
16,4,1,1,0.276791,"(4, 1)"
256,4,1,0,0.646644,"(4, 1)"
256,4,1,1,0.625896,"(4, 1)"
2048,4,1,0,1.812627,"(4, 1)"
2048,4,1,1,0.666671,"(4, 1)"
16,32,8,0,2.731849,"(32, 8)"
16,32,8,1,1.566826,"(32, 8)"
256,32,8,0,3.152849,"(32, 8)"
256,32,8,1,4.206736,"(32, 8)"
2048,32,8,0,30.119690,"(32, 8)"
2048,32,8,1,29.023208,"(32, 8)"
16,16,1,0,0.077345,"(16, 1)"
16,16,1,1,0.086582,"(16, 1)"
256,16,1,0,0.351572,"(16, 1)"
256,16,1,1,0.367958,"(16, 1)"
2048,16,1,0,23.495703,"(16, 1)"
2048,16,1,1,5.821708,"(16, 1)"
16,128,8,0,0.501736,"(128, 8)"
16,128,8,1,0.546948,"(128, 8)"
256,128,8,0,3.741016,"(128, 8)"
256,128,8,1,11.617122,"(128, 8)"
2048,128,8,0,18.789396,"(128, 8)"
2048,128,8,1,29.355193,"(128, 8)"
16,4,1,0,0.157750,"(4, 1)"
16,4,1,1,0.149858,"(4, 1)"
256,4,1,0,1.116370,"(4, 1)"
256,4,1,1,0.856208,"(4, 1)"
2048,4,1,0,0.751445,"(4, 1)"
2048,4,1,1,2.402910,"(4, 1)"
16,32,8,0,0.324823,"(32, 8)"
16,32,8,1,0.334921,"(32, 8)"
256,32,8,0,2.974493,"(32, 8)"
256,32,8,1,3.242151,"(32, 8)"
2048,32,8,0,9.481072,"(32, 8)"
2048,32,8,1,13.038814,"(32, 8)"
16,16,1,0,1.293544,"(16, 1)"
16,16,1,1,1.302668,"(16, 1)"
256,16,1,0,2.827601,"(16, 1)"
256,16,1,1,2.807458,"(16, 1)"
2048,16,1,0,10.134757,"(16, 1)"
2048,16,1,1,4.813197,"(16, 1)"
16,128,8,0,2.296723,"(128, 8)"
16,128,8,1,3.117373,"(128, 8)"
256,128,8,0,10.105730,"(128, 8)"
256,128,8,1,7.664903,"(128, 8)"
2048,128,8,0,52.024631,"(128, 8)"
2048,128,8,1,96.803407,"(128, 8)"
